Image Name,BLIP Caption,Goal_1,Goal_2,Goal_3,Goal_4,TF-IDF_Goal_1,TF-IDF_Goal_2,TF-IDF_Goal_3,TF-IDF_Goal_4,SBERT_Goal_1,SBERT_Goal_2,SBERT_Goal_3,SBERT_Goal_4,Image-Goal_1,Image-Goal_2,Image-Goal_3,Image-Goal_4,Goal 1 Label,Goal 2 Label,Goal 3 Label,Goal 4 Label
80.tiff,"a black and white image of a text that reads, ' i ' m '",Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1017805472605865,0.0587262716846755,0.0450409038751018,0.1222984045189048,-0.053447317,0.051111683,-0.044585466,-0.018755902,0.199462890625,0.1964111328125,0.199462890625,0.211181640625,0,0,0,0
81.tiff,a black and white image of a person with a hat,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1017805472605865,0.0587262716846755,0.0450409038751018,0.1222984045189048,-0.028449744,0.01630089,-0.04937919,-0.039572705,0.210693359375,0.216064453125,0.21728515625,0.2156982421875,0,0,0,0
82.tiff,a black and white image of a person ' s feet,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1102538948223397,0.0636153013114881,0.0487906108996881,0.1324798872838129,0.011284022,-0.02888788,-0.07358057,-0.035837978,0.2054443359375,0.205810546875,0.20751953125,0.2149658203125,0,0,0,0
83.tiff,a black and white image of a barcode,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,0.0028182855,0.03088808,-0.007778708,0.052107688,0.2127685546875,0.2142333984375,0.2119140625,0.221435546875,0,0,0,0
84.tiff,a black and white image of a cross,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.019439664,0.04604781,0.017866477,-0.030164516,0.1993408203125,0.1922607421875,0.1976318359375,0.2125244140625,0,0,0,0
85.tiff,a black and white image of a dog,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.02437941,-0.0027075894,-0.0549054,0.013116176,0.1864013671875,0.203369140625,0.1820068359375,0.1993408203125,0,0,0,0
86.tiff,a black and white image of a small square,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1102538948223397,0.0636153013114881,0.0487906108996881,0.1324798872838129,-0.06737484,-0.024430614,-0.043425005,0.012951028,0.2054443359375,0.2076416015625,0.20849609375,0.2142333984375,0,0,0,0
87.tiff,"a black and white image of a text that reads, ' the word is not in the same",Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0674264769595934,0.038904345783597,0.0740285660823035,0.0810189252900805,0.052202903,0.001618268,-0.011733815,-0.029510584,0.2044677734375,0.1922607421875,0.1722412109375,0.2039794921875,0,0,0,0
88.tiff,a black and white image of a number of small squares,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1473907983302721,0.0536347524146133,0.0822717893907053,0.1116952338179056,-0.08909469,-0.016684812,-0.039631445,0.02552153,0.200927734375,0.205322265625,0.20654296875,0.21533203125,0,0,0,0
89.tiff,a black and white image of a person ' s face,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1102538948223397,0.0636153013114881,0.0487906108996881,0.1324798872838129,-0.06328124,-0.012532245,-0.0638117,-0.06950052,0.2320556640625,0.22265625,0.241455078125,0.2376708984375,0,0,0,0
90.tiff,a black and white image of a dog,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.02437941,-0.0027075894,-0.0549054,0.013116176,0.205810546875,0.2100830078125,0.1995849609375,0.2054443359375,0,0,0,0
91.tiff,the logo for the new logo,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0397273352542092,0.1692833,0.06734075,0.03882496,0.047058962,0.212158203125,0.2064208984375,0.2047119140625,0.210693359375,0,0,0,0
92.tiff,the logo for the new york school of medicine,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0484061066338679,0.0,0.0368656498883482,0.0388351760243329,0.17827561,0.10805013,0.0023038322,0.048005857,0.2042236328125,0.2093505859375,0.2056884765625,0.2144775390625,0,0,0,0
93.tiff,a pixel style image of a snake,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0729358609700043,0.0,0.0555472873528761,0.0,-0.06937476,-0.048895553,-0.03703951,-0.092492014,0.18896484375,0.194580078125,0.1800537109375,0.1981201171875,0,0,0,0
94.tiff,a black and white image of a line of stars,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.157412972784247,0.0572817700818255,0.0878660478875397,0.1192902067177209,-0.050380375,0.017973965,-0.042980127,-0.02908612,0.211669921875,0.2135009765625,0.2257080078125,0.2281494140625,0,0,0,0
95.tiff,a black and white image of a dragon,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.0363512,-0.015036696,-0.021998327,-0.046395827,0.1907958984375,0.1934814453125,0.1751708984375,0.1820068359375,0,0,0,0
96.tiff,a black and white image of a line of lines,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.157412972784247,0.0572817700818255,0.0878660478875397,0.1192902067177209,0.009427477,0.042950694,0.009786611,0.013412857,0.217041015625,0.20361328125,0.2073974609375,0.22119140625,0,0,0,0
97.tiff,a black and white photo of a bird,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,0.013256355,0.03433729,-0.01465961,-0.06803465,0.20751953125,0.215087890625,0.2158203125,0.2181396484375,0,0,0,0
98.png,a white sheet with a black and white image of a man in a suit,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0783529305360304,0.0452087909703279,0.0860248875142125,0.0941480337043521,0.006289877,0.004504644,0.0105692,0.14223506,0.226318359375,0.2183837890625,0.2322998046875,0.21435546875,0,0,0,0
99.tiff,a list of the various types of the american army,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0936453606373557,0.0,0.0713194536597873,0.0,0.10708815,0.004784949,0.052036792,0.0076336134,0.254638671875,0.232666015625,0.21337890625,0.232666015625,0,0,0,0
100.png,a white sheet with a black and white image,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0375900080683848,0.0529665715240361,0.0,0.1103037363755617,0.012987815,0.0147346305,0.014994185,0.14370936,0.2264404296875,0.218505859375,0.232177734375,0.214599609375,0,0,0,0
101.tiff,patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,0.19135958,0.03570227,0.02366958,0.07534422,0.255615234375,0.232666015625,0.216064453125,0.23095703125,0,0,0,0
102.png,a white sheet with a black and white image,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0375900080683848,0.0529665715240361,0.0,0.1103037363755617,0.012987815,0.0147346305,0.014994185,0.14370936,0.2264404296875,0.218505859375,0.232177734375,0.21435546875,0,0,0,0
103.tiff,patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent patent,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,0.19135958,0.03570227,0.02366958,0.07534422,0.26025390625,0.236572265625,0.2176513671875,0.2296142578125,0,0,0,0
104.png,a white background with a black and white image,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0375900080683848,0.0529665715240361,0.0,0.1103037363755617,-0.005030176,0.01879557,-0.019774653,0.019193497,0.2276611328125,0.2183837890625,0.2247314453125,0.2196044921875,0,0,0,0
105.tiff,a list of the names of the various names of the names,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0941310940170616,0.0,0.0716893837772984,0.0,0.040955372,0.09819089,0.03356401,-0.029986471,0.258056640625,0.2293701171875,0.208984375,0.230224609375,0,0,0,0
106.jpg,a white sheet with a red and black text,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0431317446784917,0.0607752101386541,0.0,0.126565351775909,0.093472175,0.05913731,0.066794634,0.14001873,0.2274169921875,0.2132568359375,0.2247314453125,0.2183837890625,0,0,0,0
107.tiff,a text description for the text in the text editor,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0423238965972625,0.03056718857675,0.099020034,0.08825075,0.06612818,-0.0058176965,0.2496337890625,0.2283935546875,0.2083740234375,0.2303466796875,0,0,0,0
108.tiff,a black and white image of a snake,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.07425694,-0.015573582,-0.07051555,-0.09648525,0.2177734375,0.2073974609375,0.22216796875,0.22802734375,0,0,0,0
109.tiff,a pixel with a black and white background,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0470128466521754,0.0662439151441764,0.0,0.1379540178324066,-0.025763776,-0.009504526,0.044188824,-0.06624449,0.2066650390625,0.1978759765625,0.2191162109375,0.211181640625,0,0,0,0
110.tiff,a black and white image of a dog,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.02437941,-0.0027075894,-0.0549054,0.013116176,0.2122802734375,0.2225341796875,0.219970703125,0.2210693359375,0,0,0,0
111.tiff,a pixel pixel with a white background,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0,0.0,-0.016360015,-0.025924789,0.07428837,-0.046585843,0.226318359375,0.2183837890625,0.2318115234375,0.214599609375,0,0,0,0
112.tiff,a black and white image of a barcode,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,0.0028182855,0.03088808,-0.007778708,0.052107688,0.222412109375,0.2139892578125,0.229736328125,0.23193359375,0,0,0,0
113.tiff,a pixel pixel with a pixel in the middle,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0,0.0,0.0480444101642864,0.0,-0.027431965,-0.046801273,0.08641843,-0.07534166,0.2236328125,0.216552734375,0.2225341796875,0.2264404296875,0,0,0,0
114.png,a black and white image of a bull,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.002731706,0.031185053,-0.0447882,-0.038092356,0.23046875,0.215576171875,0.227294921875,0.2264404296875,0,0,0,0
115.jpg,a white sheet with a blue line on it,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0605785350491208,0.0,0.0,0.0334004682969803,0.07735861,0.059265595,0.06736393,0.15376098,0.239990234375,0.2178955078125,0.2305908203125,0.216064453125,0,0,0,0
116.tiff,a list of the different types of the different types of the different types of the different types of,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0991229045865544,0.0,0.0754911012373662,0.0,0.14239463,0.08924745,0.042699732,0.030162822,0.251220703125,0.2308349609375,0.2098388671875,0.227783203125,0,0,0,0
117.tiff,"a black and white image of a text that reads, ' the word is not in the same",Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.0674264769595934,0.038904345783597,0.0740285660823035,0.0810189252900805,0.052202903,0.001618268,-0.011733815,-0.029510584,0.1964111328125,0.19580078125,0.1785888671875,0.1883544921875,0,0,0,0
118.tiff,a black and white image of a cross,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,-0.019439664,0.04604781,0.017866477,-0.030164516,0.1873779296875,0.2049560546875,0.1864013671875,0.201904296875,0,0,0,0
119.tiff,a black and white image of a barcode,Update Statement of Supplier Principles and disseminate it to all suppliers.,Monitor emerging risks and trends,Achieve 100% of suppliers to respond to Corporate Responsibility Questionnaire (CRQ) in all regions by 2019,"Finalize and implement supply chain policies for paper and paper products, IT and e-waste disposal and travel and logistics by 2019.",0.1212704315311248,0.0699717234883891,0.0536657543754499,0.1457172386153879,0.0028182855,0.03088808,-0.007778708,0.052107688,0.2242431640625,0.2177734375,0.227783203125,0.235107421875,0,0,0,0
